Order Month,Profit Margin,Actual Sales,Predicted Sales
12,0.49,10.4,236.4768402437207
3,0.2875,21.88,222.90139152265016
6,0.2625,13.616,225.90249053363002
9,0.31,63.96,230.0981156613288
9,0.49,14.46,233.06383567525154
9,0.5,104.98,233.22859789824724
12,0.29,106.96,233.1815957838065
12,0.48,21.56,236.31207802072498
6,0.22,515.88,225.20225108589827
7,0.3625,11.808,228.68778095307684
7,0.1666666666666666,1931.04,225.46118741941086
7,0.4699999999999999,9.96,230.4589748502807
2,0.47,12.35,224.77063390283215
3,-0.7333333333333333,9.702,206.08191459183817
11,-0.8,11.61,214.0848452877845
10,0.47,43.86,233.87197941874985
10,0.1125,148.48,227.98172994665325
10,0.5,7.42,234.36626608773696
10,-0.0124999999999999,71.992,225.92220215920688
10,0.33,19.9,231.56530829680992
10,0.3,1702.12,231.0710216278228
1,0.35,14.304,221.6558190373939
9,-0.74,765.625,212.79808224677933
10,-0.0470588235294117,307.666,225.35280330032464
4,0.3625,7.712,225.2747763846077
5,0.29,242.9,225.21791845737852
5,0.0,454.9,220.43981399050296
5,0.42,35.92,227.35982735632274
5,0.31,39.76,225.54744290336993
5,0.3125,47.744,225.58863345911885
12,0.075,159.984,229.63920798939876
12,0.2,255.968,231.69873577684513
12,-0.2,359.058,225.10824685701675
12,0.1,434.352,230.05111354688805
12,0.125,3.552,230.4630191043773
12,0.0875,88.832,229.8451607681434
4,-0.0666666666666666,1048.35,218.20373098104184
2,0.21,100.0,220.4868161049437
2,0.4599999999999999,7.83,224.6058716798364
9,0.325,96.256,230.34525899582235
9,0.35,10.688,230.7571645533116
7,-0.1,338.04,221.06752813952528
7,0.1124999999999999,154.24,224.5687253781841
7,0.1875,34.848,225.80444205065191
7,0.0625,22.0,223.74491426320554
7,0.0875,4.368,224.15681982069484
9,0.2699999999999999,31.44,229.43906676934594
9,0.19,17.9,228.12096898538027
9,0.36,129.45,230.92192677630732
8,0.4599999999999999,20.88,231.4318808167747
10,0.35,20.736,231.89483274280133
10,0.1375,7.168,228.3936355041425
10,-0.225,11.168,222.42100492054806
10,-0.125,442.4,224.06862715050516
6,0.37,13.36,227.6736844308339
8,-0.7333333333333334,11.232,211.77025553928675
8,0.3125,10.272,229.001638027588
4,0.35,10.368,225.06882360586306
4,0.0875,6.24,220.7438152522257
11,-0.1571428571428571,206.962,224.6767024803658
10,0.3899999999999999,9.46,232.55388163478418
12,0.2699999999999999,559.62,232.8520713378151
12,0.49,109.92,236.4768402437207
12,0.4499999999999999,8.56,235.81779135173787
12,0.3625,360.712,234.3761219005254
12,0.0875,1718.4,229.8451607681434
7,-1.6,41.568,196.35319469016892
5,0.1625,46.864,223.11720011418322
1,0.25,19.536,220.00819680743683
9,-0.0117647058823529,411.332,224.79664883905508
9,0.3374999999999999,28.752,230.55121177456698
9,-0.0705882352941176,293.199,223.8274592920215
8,0.3,35.06,228.79568524884337
8,0.46,4.13,231.4318808167747
8,0.42,109.8,230.7728319247919
8,0.49,9.82,231.92616748576182
3,-0.7666666666666667,7.644,205.5327071818525
3,-0.7666666666666666,51.465,205.5327071818525
3,-0.2,6.976,214.86923315160934
3,-1.65,12.222,190.9787108172315
11,-0.25,97.984,223.1467675525485
11,0.3125,62.4,232.41464259605715
4,0.45,20.86,226.71644583582014
4,0.26,497.61,223.58596359890169
4,0.28,5.34,223.9154880448931
4,0.48,3.15,227.21073250480728
11,0.4899999999999999,368.91,235.33917205423097
11,0.45,14.7,234.68012316224815
11,0.25,59.97,231.38487870233396
11,0.25,83.36,231.38487870233396
7,0.46,6.58,230.294212627285
7,0.48,122.94,230.6237370732764
9,0.49,219.84,233.06383567525154
9,0.1,98.16,226.6381089784189
9,0.47,33.04,232.73431122926013
9,0.29,86.97,229.76859121533738
2,0.48,134.97,224.93539612582785
2,0.28,699.98,221.64015166591366
2,0.19,139.95,220.1572916589523
9,0.5,48.94,233.22859789824724
12,0.24,2807.84,232.35778466882797
12,0.27,46.64,232.8520713378151
12,0.1,60.416,230.05111354688805
9,0.25,107.94,229.10954232335453
8,0.26,63.84,228.13663635686052
8,0.29,347.97,228.63092302584766
8,0.3124999999999999,37.008,229.001638027588
7,0.3399999999999999,215.65,228.31706595133647
8,0.325,11.168,229.20759080633263
8,0.325,53.952,229.20759080633263
11,0.36,4.18,233.19726315528675
9,-0.7666666666666667,5.607,212.35871631879075
9,-0.225,4663.736,221.28333673105834
9,0.2875,79.984,229.72740065958845
12,0.1,2575.944,230.05111354688805
12,0.48,45.36,236.31207802072498
12,0.3,254.24,233.34635800680223
2,0.01,69.93,217.1915716450295
10,-0.7500000000000001,16.156,213.77098821327334
10,0.325,54.816,231.48292718531206
6,0.1699999999999999,1441.3,224.37843997091971
11,0.3625,77.6,233.23845371103567
11,0.3375,4.656,232.8265481535464
9,-0.05,170.136,224.16667563348327
6,0.47,7.38,229.32130666079098
6,0.33,9.26,227.01463553885105
12,0.4599999999999999,9.96,235.98255357473357
5,-2.2,75.6,184.19212493144693
5,-0.825,29.32,206.84693059335694
2,-2.45,92.064,176.66006478808507
2,0.2625,6.976,221.35181777567118
2,-0.0428571428571428,62.958,216.32068560919504
2,0.35,5.184,222.79348722688363
12,-0.8,31.32,215.22251347727422
12,0.2625,11.84,232.7284996705683
12,0.2125,22.784,231.90468855558976
2,0.1124999999999999,1127.976,218.88038443073552
7,0.48,38.88,230.6237370732764
5,-0.2166666666666666,779.796,216.86996582559593
10,0.26,1439.92,230.41197273583995
10,0.24,262.11,230.08244828984854
11,0.125,207.0,229.3253509148876
8,-0.1833333333333333,1439.982,220.83217780405076
8,0.35,36.288,229.6194963638219
6,0.29,21.4,226.35558664686823
2,0.29,1245.86,221.80491388890937
8,0.3374999999999999,17.544,229.41354358507726
8,0.2749999999999999,44.128,228.38377969135408
8,0.1625,62.92,226.53020468265237
8,0.375,78.304,230.0314019213112
7,0.2799999999999999,140.81,227.32849261336224
2,0.3375000000000001,40.096,222.587534448139
2,-0.75,40.784,204.6696426973556
7,0.13,90.57,224.85705926842658
1,0.48,40.08,223.79772793633813
1,0.42,37.68,222.80915459836388
9,0.075,362.352,226.2262034209296
9,0.3125,7.184,230.13930621707772
7,0.2799999999999999,34.76,227.32849261336224
7,0.15,831.2,225.18658371441802
7,0.45,26.4,230.1294504042893
7,0.4599999999999999,106.75,230.294212627285
7,0.47,97.82,230.4589748502807
7,0.2699999999999999,141.4,227.1637303903665
6,0.33,14.52,227.01463553885105
5,-0.125,127.92,218.38028620305658
5,-1.55,34.24,194.90166942616804
9,0.4399999999999999,137.62,232.240024560273
9,0.25,100.49,229.10954232335453
3,-0.1125,257.568,216.31090260282178
3,0.28,119.96,222.77781985540338
11,0.0999999999999999,49.632,228.91344535739833
10,-0.6399999999999999,727.45,215.58337266622613
10,0.175,24.96,229.01149384037643
11,-0.25,370.782,223.1467675525485
4,0.36,196.45,225.23358582885876
6,0.35,31.104,227.3441599848425
6,-0.225,78.256,217.8703321625892
8,0.4799999999999999,6.48,231.76140526276612
7,0.26,99.2,226.9989681673708
7,0.0625,801.568,223.74491426320554
7,0.0999999999999999,272.848,224.36277259943947
11,0.29,70.98,232.0439275943168
6,0.3625,16.224,227.55011276358712
3,-0.125,176.784,216.10494982407715
3,0.1,470.376,219.8120998414806
12,-0.1125,393.568,226.54991630822923
12,0.075,302.376,229.63920798939876
3,-0.7,68.742,206.63112200182388
3,0.5,29.34,226.40258876130898
3,0.1666666666666666,383.607,220.910514661452
3,0.12,563.4,220.14162428747204
11,0.3625,217.056,233.23845371103567
1,0.35,6.0,221.6558190373939
4,0.33,31.56,224.73929915987162
5,0.3375,7.104,226.00053901660812
5,-0.8333333333333334,398.352,206.70962874086052
10,0.1124999999999999,121.792,227.98172994665325
10,-0.3,409.59,221.18528824808024
3,0.4499999999999999,10.56,225.57877764633042
3,0.37,3.38,224.26067986236475
12,0.375,7.824,234.58207467927005
11,0.3125,24.784,232.41464259605715
12,0.3,34.65,233.34635800680223
12,0.3125,487.984,233.55231078554687
10,0.47,1793.98,233.87197941874985
8,0.3625,29.808,229.82544914256655
8,-0.6666666666666666,505.176,212.86867035925815
8,-0.6363636363636364,174.0585,213.3679498228815
6,0.0999999999999999,191.88,223.22510440994975
8,0.27,14.78,228.30139857985623
10,0.35,5.184,231.89483274280133
10,0.0999999999999999,478.48,227.77577716790861
10,0.2375,28.4,230.04125773409962
10,0.01,909.12,226.29291716094724
5,-0.7333333333333334,2.952,208.3572509708176
5,-0.7999999999999999,27.018,207.2588361508462
2,0.3,136.92,221.96967611190507
12,0.4499999999999999,18.96,235.81779135173787
11,0.41,99.39,234.0210742702653
7,0.3374999999999999,273.896,228.27587539558755
7,0.0833333333333333,597.132,224.08816889444662
1,0.44,149.95,223.13867904435529
4,0.3625,4.608,225.2747763846077
4,0.3125,15.528,224.45096526962914
4,0.325,11.952,224.65691804837377
11,0.29,11.65,232.0439275943168
10,0.25,299.9,230.24721051284425
8,0.3375,895.92,229.41354358507726
8,0.2111111111111111,462.564,227.33113215554818
10,0.1,15.008,227.77577716790861
7,0.125,863.64,224.77467815692873
7,0.075,47.616,223.9508670419502
12,0.45,92.94,235.81779135173787
3,0.35,199.98,223.93115541637334
6,0.1125,177.48,223.43105718869438
11,0.35,88.768,233.03250093229104
3,0.4799999999999999,6.48,226.07306431531757
3,0.04,46.51,218.82352650350634
3,0.075,659.976,219.40019428399134
11,0.0875,271.992,228.7074925786537
8,0.16,145.74,226.48901412690344
8,0.48,15.4,231.76140526276612
11,0.47,244.55,235.00964760823956
11,0.36,166.16,233.19726315528675
5,0.33,14.73,225.87696734936134
7,-0.6666666666666666,19.968,211.73100216976843
7,-0.0375,33.488,222.09729203324846
7,-0.7,8.736,211.18179475978275
7,0.1125,662.88,224.5687253781841
8,0.375,47.36,230.0314019213112
8,0.0875,27.44,225.29448801018455
8,-1.6,3.24,197.49086287965864
6,0.275,95.968,226.10844331237467
6,0.35,10.368,227.3441599848425
9,0.2799999999999999,23.1,229.60382899234165
9,0.3,11.54,229.93335343833309
9,-0.3666666666666666,254.526,218.94920523861913
9,0.29,12.98,229.76859121533738
9,0.3375,26.432,230.55121177456698
9,0.29,197.97,229.76859121533738
9,0.48,18.9,232.89907345225583
9,0.1666666666666666,1282.41,227.7365237983903
9,0.45,4.92,232.40478678326872
9,0.16,238.0,227.62668231639316
9,0.24,167.97,228.94478010035883
9,0.4499999999999999,17.12,232.40478678326872
9,0.48,16.2,232.89907345225583
9,0.43,33.99,232.0752623372773
9,0.18,296.85,227.95620676238457
9,0.06,112.8,225.97906008643605
9,0.48,13.71,232.89907345225583
9,0.47,24.9,232.73431122926013
9,0.0599999999999999,286.29,225.97906008643605
9,0.3,24.18,229.93335343833309
12,0.2799999999999999,281.97,233.0168335608108
12,0.29,69.5,233.1815957838065
12,0.48,166.44,236.31207802072498
9,0.35,291.96,230.7571645533116
5,0.1,6.408,222.08743622046003
5,0.1874999999999999,408.744,223.52910567167248
12,-1.7,5.104,200.3939134076604
12,0.1625,2.896,231.08087744061123
12,-0.0625,35.016,227.37372742320775
10,0.0399999999999999,275.97,226.78720382993436
10,0.26,1394.95,230.41197273583995
10,0.13,545.88,228.27006383689573
5,0.1125,5.248,222.29338899920467
4,0.1125,933.536,221.15572080971495
4,0.1,42.976,220.94976803097032
12,0.48,3.76,236.31207802072498
12,0.28,479.96,233.0168335608108
11,0.29,320.88,232.0439275943168
11,0.44,23.88,234.51536093925245
11,0.4599999999999999,26.76,234.84488538524386
7,0.1333333333333333,1439.976,224.91198000942515
11,0.46,17.22,234.84488538524386
11,0.2099999999999999,1024.38,230.72582981035112
11,0.47,26.22,235.00964760823956
11,0.49,17.34,235.33917205423097
2,-0.7666666666666666,4.956,204.39503899236277
6,0.375,71.04,227.75606554233175
6,0.1374999999999999,5.344,223.84296274618367
6,-0.1875,11.304,218.48819049882312
12,-2.6,294.62,185.56531333804656
12,-0.4249999999999999,8.752,221.4010968396133
2,0.48,15.0,224.93539612582785
2,0.2599999999999999,161.61,221.31062721992225
2,0.29,144.95,221.80491388890937
4,0.11,199.95,221.11453025396602
4,0.34,41.86,224.90406138286735
12,0.0999999999999999,95.94,230.05111354688805
12,0.25,304.45,232.52254689182368
4,-1.4999999999999998,11.364,194.58781235165685
12,0.39,29.68,234.8292180137636
12,0.3399999999999999,47.53,234.00540689878505
8,-0.1999999999999999,183.372,220.55757409905792
11,0.1125,4.224,229.11939813614296
11,0.0875,333.056,228.7074925786537
11,0.3125,24.896,232.41464259605715
12,0.225,159.984,232.1106413343344
12,0.1,46.344,230.05111354688805
9,0.24,350.98,228.94478010035883
9,0.4599999999999999,13.08,232.56954900626442
9,0.13,900.08,227.132395647406
3,0.3625,17.568,224.13710819511797
3,0.47,14.62,225.90830209232183
3,0.26,33.36,222.44829540941197
3,0.49,40.14,226.23782653831327
9,0.3,1606.23,229.93335343833309
9,0.45,17.04,232.40478678326872
9,0.48,49.53,232.89907345225583
9,0.2799999999999999,872.32,229.60382899234165
8,0.325,239.12,229.20759080633263
3,0.28,141.96,222.77781985540338
9,0.35,33.024,230.7571645533116
9,0.35,67.136,230.7571645533116
11,0.47,14.73,235.00964760823956
11,0.2399999999999999,104.9,231.22011647933826
11,0.5,61.04,235.50393427722668
11,0.47,10.95,235.00964760823956
12,0.35,9.392,234.17016912178076
12,0.0875,9.328,229.8451607681434
9,0.47,8.26,232.73431122926013
9,0.1899999999999999,269.97,228.12096898538027
1,0.48,29.04,223.79772793633813
1,0.47,14.62,223.63296571334243
6,0.3625,11.952,227.55011276358712
6,-0.7333333333333334,4.536,209.49491916030732
6,-0.6666666666666666,9.156,210.59333398027871
6,0.275,75.36,226.10844331237467
10,0.35,57.504,231.89483274280133
11,0.2,38.864,230.5610675873554
8,0.35,15.552,229.6194963638219
7,0.28,162.64,227.32849261336224
7,0.47,597.0,230.4589748502807
7,0.48,55.48,230.6237370732764
7,0.125,289.8,224.77467815692873
7,-0.8,2.502,209.53417252982564
7,-0.7333333333333333,6.48,210.63258734979703
7,-0.2142857142857143,341.488,219.1845313052886
7,0.075,11.12,223.9508670419502
7,0.1374999999999999,25.344,224.9806309356734
12,0.3,17.31,233.34635800680223
12,0.32,199.95,233.67588245279364
12,0.26,1586.69,232.68730911481939
12,0.36,84.99,234.33493134477646
12,0.1699999999999999,411.8,231.204449107858
10,0.46,11.34,233.70721719575414
10,0.26,80.3,230.41197273583995
10,0.3374999999999999,15.968,231.6888799640567
10,0.4700000000000001,64.74,233.87197941874985
10,0.3125,19.296,231.27697440656743
10,0.03,405.64,226.62244160693865
10,-0.0625,146.352,225.09839104422832
10,0.19,251.91,229.25863717487
10,0.3,12.39,231.0710216278228
4,0.35,199.96,225.06882360586306
4,-0.1375,710.832,217.03666523482224
7,-0.6666666666666666,1.941,211.73100216976843
11,-0.1625,283.92,224.58843700376096
11,0.35,7.312,233.03250093229104
11,0.23,59.97,231.05535425634255
11,0.0875,761.544,228.7074925786537
12,0.49,58.2,236.4768402437207
9,0.5,39.9,233.22859789824724
9,0.29,90.86,229.76859121533738
9,0.48,94.85,232.89907345225583
12,0.35,106.232,234.17016912178076
12,0.1,111.984,230.05111354688805
12,0.225,7.712,232.1106413343344
2,0.45,37.44,224.4411094568407
11,0.375,23.68,233.44440648978033
6,0.4599999999999999,122.12,229.15654443779528
6,0.47,18.45,229.32130666079098
6,0.12,324.9,223.55462885594116
6,0.47,146.73,229.32130666079098
6,0.37,3.96,227.6736844308339
10,0.46,5.76,233.70721719575414
7,0.4899999999999999,26.55,230.7884992962721
7,-0.1571428571428571,310.443,220.12602972240694
11,0.17,479.9,230.0667809183683
4,0.03,12.88,219.79643247000035
11,0.1125,13.12,229.11939813614296
5,0.47,511.84,228.18363847130126
5,0.28,91.96,225.0531562343828
5,0.26,8.34,224.72363178839137
9,0.0625,37.68,226.02025064218498
9,0.2875,279.944,229.72740065958845
3,-0.0249999999999999,636.408,217.75257205403426
3,0.1125,83.168,220.01805262022523
7,-0.0999999999999999,259.136,221.06752813952528
3,0.48,221.92,226.07306431531757
3,0.4499999999999999,26.0,225.57877764633042
9,0.35,15.552,230.7571645533116
9,-1.6,0.876,198.62853106914832
10,0.47,19.98,233.87197941874985
10,0.3125,398.352,231.27697440656743
10,0.25,5.04,230.24721051284425
10,0.4599999999999999,17.45,233.70721719575414
10,0.0625,323.136,227.1579188316747
10,0.27,29.7,230.57673495883566
10,0.1125,1295.84,227.98172994665325
10,0.27,46.84,230.57673495883566
10,0.0470588235294117,425.833,226.90350657557838
10,-0.0666666666666666,209.67,225.0297401179801
9,0.4599999999999999,159.88,232.56954900626442
4,0.4499999999999999,5.28,226.71644583582014
4,0.3375,895.92,224.86287082711843
1,-0.7000000000000001,2.808,204.35578562284445
11,-0.0125,215.976,227.0598703486966
9,0.17,241.96,227.79144453938886
9,0.48,27.72,232.89907345225583
12,0.3375,104.68,233.96421634303613
12,0.15,62.958,230.87492466186657
6,0.0125,86.376,221.7834349587373
10,0.0999999999999999,64.944,227.77577716790861
10,0.35,20.736,231.89483274280133
5,0.28,33.28,225.0531562343828
5,0.31,38.52,225.54744290336993
5,0.4299999999999999,139.86,227.52458957931844
11,0.46,19.65,234.84488538524386
11,-0.7999999999999999,152.991,214.0848452877845
11,-0.225,10.584,223.55867311003777
11,0.1666666666666666,94.92,230.01186017736973
12,-0.775,14.76,215.63441903476348
12,-1.6,3.656,202.04153563761747
11,0.5,146.82,235.50393427722668
6,0.3374999999999999,149.544,227.13820720609783
6,0.26,17.14,225.8612999778811
6,-0.35,991.764,215.81080437514285
9,0.325,30.48,230.34525899582235
9,-0.2,23.988,221.69524228854763
9,0.325,16.688,230.34525899582235
6,-0.0428571428571428,422.058,220.8713583671539
6,-0.7333333333333333,38.088,209.49491916030732
6,-0.1999999999999999,254.352,218.28223772007848
12,0.1,43.31,230.05111354688805
3,0.26,84.95,222.44829540941197
11,-0.2285714285714286,233.058,223.4998294589679
11,0.39,111.79,233.6915498242739
11,0.47,14.94,235.00964760823956
7,0.3625,14.16,228.68778095307684
4,-0.45,22.608,211.8878457662063
7,0.5,21.48,230.95326151926784
6,0.0,501.81,221.57748217999267
6,0.06,161.94,222.5660555179669
10,0.1124999999999999,17.856,227.98172994665325
9,-1.7,8.808,196.98090883919124
5,0.375,79.384,226.61839735284204
1,0.29,34.58,220.66724569941965
3,0.48,314.55,226.07306431531757
10,0.125,191.976,228.18768272539788
10,0.3625,8.288,232.10078552154596
10,-1.075,139.92,208.41621596591278
10,0.075,15.872,227.36387161041932
10,-1.7500000000000002,6.286,197.2947659137024
1,0.125,14.016,217.94866901999046
1,-0.125,71.976,213.82961344509772
1,-0.25,107.982,211.77008565765135
11,-0.0285714285714285,305.312,226.79507391888205
8,0.35,19.752,229.6194963638219
7,-1.5000000000000002,9.264,198.000816920126
7,0.0999999999999999,61.792,224.36277259943947
10,0.4599999999999999,45.68,233.70721719575414
10,0.48,60.12,234.03674164174555
10,0.3125,41.72,231.27697440656743
10,0.46,71.6,233.70721719575414
5,0.3625,85.232,226.4124445740974
5,0.5,44.4,228.6779251402884
5,0.1333333333333333,442.764,222.63664363044575
5,0.29,3999.95,225.21791845737852
5,0.11,199.95,222.25219844345574
5,0.44,63.68,227.68935180231415
8,0.3375,54.896,229.41354358507726
7,0.25,29.0,226.8342059443751
8,0.5,70.08,232.09092970875756
8,0.21,121.3,227.31282524188197
8,0.26,1454.49,228.13663635686052
6,0.28,60.81,226.19082442387253
12,0.3375,153.552,233.96421634303613
12,0.35,65.34,234.17016912178076
12,0.45,123.92,235.81779135173787
12,0.35,35.1,234.17016912178076
12,0.19,44.75,231.53397355384942
12,0.0875,4.704,229.8451607681434
11,0.27,14.67,231.71440314832537
3,0.35,15.552,223.93115541637334
3,0.3249999999999999,5.232,223.51924985888405
6,0.41,22.2,228.33273332281675
6,0.26,881.93,225.8612999778811
9,0.35,6.096,230.7571645533116
9,0.39,191.82,231.41621344529446
6,0.0875,20.104,223.01915163120512
9,0.125,67.56,227.05001453590816
7,-1.55,29.932,197.17700580514747
7,0.1,38.272,224.36277259943947
8,0.46,16.52,231.4318808167747
11,0.28,832.93,231.87916537132108
11,0.48,43.8,235.17440983123527
11,0.1777777777777777,167.292,230.1949293140316
11,0.41,27.42,234.0210742702653
10,0.35,1.44,231.89483274280133
10,0.3374999999999999,61.776,231.6888799640567
10,0.25,241.96,230.24721051284425
10,0.0875,108.608,227.56982438916398
9,0.35,2.816,230.7571645533116
7,0.3625,9.984,228.68778095307684
7,0.2799999999999999,14.98,227.32849261336224
7,0.0875,1145.6,224.15681982069484
12,-0.1833333333333333,485.94,225.38285056200962
12,0.125,37.376,230.4630191043773
12,-0.3428571428571428,70.686,222.75450081422093
7,0.325,54.816,228.06992261684292
3,-1.3666666666666667,72.294,195.64697380210993
7,0.1625,2.896,225.39253649316265
7,0.125,124.792,224.77467815692873
10,-0.35,330.588,220.3614771331017
3,0.375,673.568,224.3430609738626
3,0.28,52.98,222.77781985540338
6,0.06,526.45,222.5660555179669
7,0.0625,228.92,223.74491426320554
12,0.1125,319.968,230.25706632563268
12,0.3299999999999999,205.03,233.84064467578935
9,0.0599999999999999,190.86,225.97906008643605
9,0.34,24.32,230.5924023303159
7,0.28,44.4,227.32849261336224
4,-1.175,44.4,199.9425845990174
11,0.375,1016.792,233.44440648978033
11,0.35,38.136,233.03250093229104
11,-0.2333333333333333,494.982,223.42137125754135
11,0.27,56.56,231.71440314832537
11,0.26,5.56,231.54964092532967
11,0.39,9.02,233.6915498242739
11,0.26,8.62,231.54964092532967
11,0.075,659.976,228.50153979990904
2,0.48,13.36,224.93539612582785
2,0.3125,41.72,222.1756288906497
2,0.3625,11.52,222.99944000562826
2,0.2899999999999999,541.44,221.80491388890937
2,0.48,19.44,224.93539612582785
4,0.48,143.7,227.21073250480728
9,0.33,43.26,230.4276401073202
9,0.35,43.56,230.7571645533116
9,0.2999999999999999,437.85,229.93335343833309
9,0.31,109.48,230.0981156613288
6,0.075,1212.96,222.8131988524605
6,0.4700000000000001,18.54,229.32130666079098
11,0.48,5.0,235.17440983123527
11,0.18,371.97,230.231543141364
12,0.15,166.24,230.87492466186657
2,0.2199999999999999,359.97,220.6515783279394
11,0.23,499.98,231.05535425634255
11,0.4499999999999999,5.28,234.68012316224815
11,0.47,8.26,235.00964760823956
10,0.3375,7.968,231.6888799640567
9,0.4899999999999999,12.96,233.06383567525154
12,0.4799999999999999,6.48,236.31207802072498
12,0.3375,6.984,233.96421634303613
12,0.0875,47.96,229.8451607681434
9,0.24,199.74,228.94478010035883
3,0.22,435.26,221.78924651742912
3,0.3375,1119.984,223.7252026376287
10,0.025,143.432,226.5400604954408
10,0.1124999999999999,122.352,227.98172994665325
6,0.0,306.2,221.57748217999267
6,0.26,85.98,225.8612999778811
6,0.24,223.96,225.53177553188968
10,-0.0625,97.568,225.09839104422832
10,-0.0375,614.272,225.5102966017176
10,0.19,199.98,229.25863717487
9,0.4600000000000001,48.16,232.56954900626442
3,0.2799999999999999,23.92,222.77781985540338
3,0.2699999999999999,60.69,222.61305763240767
5,0.3625,14.352,226.4124445740974
11,0.35,35.04,233.03250093229104
6,0.075,17.48,222.8131988524605
6,0.29,16.4,226.35558664686823
1,0.09,892.98,217.37200123950547
4,0.27,287.97,223.7507258218974
4,0.5,595.38,227.5402569507987
4,0.4799999999999999,12.96,227.21073250480728
11,0.27,4.95,231.71440314832537
12,0.21,181.95,231.86349799984083
11,0.46,13.52,234.84488538524386
11,0.41,259.7,234.0210742702653
11,0.03,42.95,227.76010979642837
11,0.43,1399.93,234.35059871625674
11,0.25,503.96,231.38487870233396
11,0.5,12.72,235.50393427722668
11,0.49,11.52,235.33917205423097
1,0.1,316.0,217.53676346250117
9,0.26,723.92,229.27430454635024
9,0.47,106.32,232.73431122926013
12,-0.0999999999999999,141.372,226.75586908697386
8,0.3625,27.216,229.82544914256655
11,0.44,390.75,234.51536093925245
6,0.125,280.792,223.637009967439
6,0.1125,68.448,223.43105718869438
6,0.075,88.04,222.8131988524605
6,0.125,15.872,223.637009967439
6,-0.225,215.592,217.8703321625892
7,0.47,14.62,230.4589748502807
7,0.27,416.32,227.1637303903665
7,0.47,43.0,230.4589748502807
7,0.15,182.94,225.18658371441802
7,0.5,60.83,230.95326151926784
7,0.3399999999999999,389.97,228.31706595133647
12,0.29,194.32,233.1815957838065
3,0.24,265.93,222.11877096342053
12,0.47,94.74,236.14731579772928
12,0.46,60.64,235.98255357473357
12,0.5,76.3,236.6416024667164
12,0.4599999999999999,364.8,235.98255357473357
9,0.375,79.872,231.1690701108009
9,0.0249999999999999,46.384,225.40239230595108
9,0.4799999999999999,12.96,232.89907345225583
9,0.3625,14.352,230.96311733205627
12,-0.125,547.136,226.3439635294846
9,0.0699999999999999,41.96,226.14382230943176
9,0.5,41.7,233.22859789824724
3,0.48,277.4,226.07306431531757
3,0.4899999999999999,5.78,226.23782653831327
9,0.1625,69.216,227.66787287214208
12,0.47,10.86,236.14731579772928
12,0.29,426.79,233.1815957838065
8,0.4799999999999999,25.92,231.76140526276612
8,0.49,45.92,231.92616748576182
8,0.1624999999999999,10.72,226.53020468265237
11,0.25,41.86,231.38487870233396
12,0.37,63.2,234.49969356777217
12,0.24,113.97,232.35778466882797
7,-0.2375,123.552,218.80204757333428
2,0.28,490.32,221.64015166591366
3,0.35,70.08,223.93115541637334
3,-1.7,1.272,190.15489970225298
3,0.0,557.585,218.16447761152352
12,0.35,9.024,234.17016912178076
12,0.325,69.456,233.7582635642915
12,0.49,10.86,236.4768402437207
12,0.28,79.47,233.0168335608108
12,0.5,10.08,236.6416024667164
8,0.1294117647058823,1552.831,225.98503556244597
8,0.3374999999999999,137.24,229.41354358507726
8,0.43,36.51,230.9375941477876
8,0.3375,239.976,229.41354358507726
3,-0.2833333333333333,1579.746,213.4962146266451
3,-0.5166666666666667,1071.576,209.6517627567452
3,-0.1999999999999999,613.908,214.86923315160934
3,0.47,34.86,225.90830209232183
3,0.49,155.04,226.23782653831327
4,-0.7333333333333333,13.71,207.2195827813279
3,0.32,127.88,223.4368687473862
3,0.28,160.32,222.77781985540338
3,0.45,46.0,225.57877764633042
11,-0.15,120.712,224.7943897825056
2,0.4899999999999999,23.12,225.10015834882356
9,-0.05,532.704,224.16667563348327
9,0.0625,4.912,226.02025064218498
7,0.37,252.0,228.81135262032362
7,-0.45,60.288,215.30085033467546
7,0.3125,2.632,227.86396983809828
7,0.325,23.688,228.06992261684292
7,-0.0571428571428571,253.372,221.77365195236405
1,0.02,5.67,216.2186656785355
8,-0.7666666666666667,76.776,211.22104812930107
8,0.125,9.184,225.91234634641845
12,0.4599999999999999,32.75,235.98255357473357
5,0.2375,7.216,224.35291678665104
5,0.3125,49.568,225.58863345911885
5,0.2125,54.712,223.94101122916177
3,0.26,176.04,222.44829540941197
3,0.2799999999999999,16.02,222.77781985540338
3,0.3375,185.92,223.7252026376287
3,0.075,211.168,219.40019428399134
3,0.125,479.984,220.2240053989699
12,0.46,7.86,235.98255357473357
12,0.3624999999999999,24.448,234.3761219005254
12,0.4799999999999999,6.48,236.31207802072498
12,0.49,41.86,236.4768402437207
12,0.0599999999999999,1619.91,229.3920646549052
12,0.37,113.92,234.49969356777217
3,0.26,39.68,222.44829540941197
11,0.0599999999999999,37.6,228.25439646541548
11,0.4,59.9,233.8563120472696
11,0.4499999999999999,37.0,234.68012316224815
8,0.49,5.76,231.92616748576182
8,0.26,16.68,228.13663635686052
9,0.02,628.81,225.32001119445323
9,0.2599999999999999,56.45,229.27430454635024
4,0.25,94.2,223.42120137590595
4,0.47,28.4,227.04597028181155
9,-0.2352941176470588,956.6648,221.11372856032747
10,0.18,1115.91,229.09387495187428
10,-0.225,128.744,222.42100492054806
